task_id,staff_id,eligible,penalty
T0011,S014,1,1.5
T0011,S017,1,0.0
T0011,S019,1,3.0
T0011,S021,1,1.5
T0011,S022,1,0.5
T0011,S023,1,1.0
T0011,S024,1,0.0
T0012,S001,1,0.0
T0012,S002,1,0.5
T0012,S004,1,0.5
T0012,S010,1,1.5
T0012,S012,1,0.0
T0012,S014,1,0.5
T0012,S017,1,1.0
T0012,S021,1,1.0
T0012,S022,1,1.5
T0012,S023,1,1.5
T0012,S024,1,0.0
T0013,S004,1,0.5
T0013,S005,1,0.5
T0013,S007,1,3.0
T0013,S009,1,0.0
T0013,S010,1,0.0
T0013,S012,1,0.5
T0013,S018,1,0.5
T0013,S019,1,0.5
T0013,S024,1,1.5
T0014,S004,1,0.5
T0014,S005,1,0.0
T0014,S009,1,1.5
T0014,S010,1,0.0
T0014,S012,1,0.5
T0014,S018,1,1.0
T0014,S019,1,0.5
T0014,S024,1,0.5
T0015,S001,1,3.0
T0015,S004,1,0.5
T0015,S005,1,0.5
T0015,S009,1,0.0
T0015,S010,1,1.0
T0015,S012,1,0.0
T0015,S018,1,0.0
T0015,S019,1,1.0
T0015,S024,1,0.5
T0016,S004,1,0.5
T0016,S008,1,0.0
T0016,S010,1,1.5
T0016,S011,1,0.5
T0016,S013,1,0.5
T0016,S020,1,0.0
T0016,S023,1,3.0
T0017,S004,1,0.5
T0017,S008,1,0.0
T0017,S010,1,0.5
T0017,S011,1,1.5
T0017,S013,1,0.0
T0017,S020,1,1.5
T0018,S004,1,1.0
T0018,S008,1,1.0
T0018,S010,1,1.0
T0018,S011,1,1.5
T0018,S013,1,1.0
T0018,S020,1,1.5
T0019,S001,1,1.5
T0019,S002,1,0.5
T0019,S004,1,1.0
T0019,S006,1,1.5
T0019,S007,1,0.5
T0019,S008,1,0.5
T0019,S009,1,1.5
T0019,S011,1,0.0
T0019,S013,1,0.5
T0019,S015,1,1.5
T0019,S016,1,3.0
T0019,S017,1,0.5
T0019,S018,1,1.0
T0019,S019,1,3.0
T0019,S020,1,0.5
T0019,S021,1,0.0
T0020,S001,1,0.5
T0020,S002,1,0.0
T0020,S004,1,1.5
T0020,S006,1,1.0
T0020,S007,1,1.0
T0020,S008,1,1.5
T0020,S009,1,0.5
T0020,S011,1,1.5
T0020,S013,1,0.5
T0020,S015,1,0.0
T0020,S017,1,1.0
T0020,S018,1,1.5
T0020,S019,1,3.0
T0020,S020,1,0.5
T0020,S021,1,0.5
T0021,S001,1,1.0
T0021,S002,1,1.0
T0021,S004,1,0.5
T0021,S006,1,1.5
T0021,S007,1,1.5
T0021,S008,1,0.0
T0021,S009,1,0.5
T0021,S011,1,1.0
T0021,S013,1,0.5
T0021,S015,1,0.5
T0021,S017,1,1.0
T0021,S018,1,1.0
T0021,S020,1,0.0
T0021,S021,1,0.5
T0022,S002,1,0.0
T0022,S008,1,3.0
T0022,S013,1,0.5
T0022,S017,1,1.0
T0022,S019,1,3.0
T0022,S020,1,0.5
T0022,S022,1,0.0
T0022,S023,1,1.5
T0022,S024,1,1.5
T0022,S025,1,3.0
T0023,S002,1,0.0
T0023,S013,1,0.5
T0023,S017,1,1.5
T0023,S020,1,1.0
T0023,S022,1,0.5
T0023,S023,1,1.0
T0023,S024,1,1.5
T0024,S002,1,1.5
T0024,S013,1,1.5
T0024,S016,1,3.0
T0024,S017,1,0.0
T0024,S020,1,0.5
T0024,S022,1,0.0
T0024,S023,1,1.0
T0024,S024,1,1.5
T0024,S025,1,3.0
T0025,S008,1,0.5
T0025,S010,1,0.5
T0025,S013,1,1.5
T0025,S016,1,1.0
T0025,S018,1,0.0
T0025,S019,1,0.5
T0025,S022,1,0.5
T0025,S025,1,0.0
T0026,S001,1,3.0
T0026,S008,1,0.0
T0026,S010,1,0.5
T0026,S013,1,0.5
T0026,S016,1,0.5
T0026,S018,1,1.0
T0026,S019,1,0.5
T0026,S020,1,3.0
T0026,S022,1,0.0
T0026,S025,1,0.5
T0027,S008,1,0.5
T0027,S010,1,0.5
T0027,S013,1,1.5
T0027,S016,1,1.5
T0027,S018,1,0.5
T0027,S019,1,1.5
T0027,S022,1,0.0
T0027,S023,1,3.0
T0027,S025,1,1.0
T0028,S001,1,0.0
T0028,S018,1,1.5
T0028,S019,1,0.0
T0029,S001,1,0.5
T0029,S018,1,1.5
T0029,S019,1,1.5
T0030,S001,1,0.5
T0030,S002,1,3.0
T0030,S003,1,3.0
T0030,S018,1,0.0
T0030,S019,1,1.5
T0031,S001,1,0.5
T0031,S002,1,0.5
T0031,S004,1,0.5
T0031,S006,1,0.5
T0031,S009,1,0.0
T0031,S010,1,1.0
T0031,S012,1,0.5
T0031,S013,1,1.5
T0031,S015,1,1.0
T0031,S016,1,0.0
T0031,S019,1,0.0
T0031,S020,1,1.5
T0031,S021,1,1.0
T0032,S001,1,1.0
T0032,S002,1,1.0
T0032,S004,1,0.0
T0032,S006,1,1.0
T0032,S009,1,0.5
T0032,S010,1,1.5
T0032,S012,1,1.0
T0032,S013,1,1.0
T0032,S014,1,3.0
T0032,S015,1,0.5
T0032,S016,1,0.0
T0032,S019,1,1.5
T0032,S020,1,1.5
T0032,S021,1,0.0
T0033,S001,1,1.5
T0033,S002,1,0.0
T0033,S004,1,1.0
T0033,S006,1,1.0
T0033,S008,1,3.0
T0033,S009,1,0.5
T0033,S010,1,1.0
T0033,S012,1,0.5
T0033,S013,1,0.5
T0033,S015,1,1.5
T0033,S016,1,0.0
T0033,S019,1,0.0
T0033,S020,1,1.0
T0033,S021,1,1.0
T0034,S002,1,0.5
T0034,S006,1,1.5
T0034,S007,1,1.0
T0034,S008,1,1.0
T0034,S010,1,1.0
T0034,S012,1,1.5
T0034,S014,1,0.5
T0034,S019,1,0.0
T0034,S022,1,1.0
T0034,S024,1,1.5
T0034,S025,1,1.5
T0035,S001,1,3.0
T0035,S002,1,1.5
T0035,S006,1,1.5
T0035,S007,1,1.0
T0035,S008,1,1.0
T0035,S010,1,1.0
T0035,S012,1,0.5
T0035,S014,1,0.5
T0035,S019,1,1.0
T0035,S022,1,1.5
T0035,S024,1,1.0
T0035,S025,1,0.5
T0036,S002,1,0.0
T0036,S006,1,0.5
T0036,S007,1,1.0
T0036,S008,1,1.0
T0036,S010,1,1.5
T0036,S012,1,0.5
T0036,S013,1,3.0
T0036,S014,1,0.0
T0036,S019,1,0.0
T0036,S022,1,1.5
T0036,S024,1,0.0
T0036,S025,1,1.0
T0037,S001,1,1.5
T0037,S002,1,1.0
T0037,S005,1,1.5
T0037,S006,1,0.5
T0037,S008,1,1.5
T0037,S009,1,0.5
T0037,S010,1,1.0
T0037,S011,1,0.5
T0037,S013,1,0.0
T0037,S014,1,1.0
T0037,S015,1,1.5
T0037,S017,1,0.5
T0037,S019,1,3.0
T0037,S020,1,0.5
T0037,S021,1,1.0
T0037,S022,1,1.5
T0037,S025,1,1.5
T0038,S001,1,0.5
T0038,S002,1,1.0
T0038,S005,1,0.5
T0038,S006,1,0.0
T0038,S007,1,3.0
T0038,S008,1,1.0
T0038,S009,1,0.0
T0038,S010,1,0.0
T0038,S011,1,0.5
T0038,S013,1,0.5
T0038,S014,1,0.5
T0038,S015,1,1.5
T0038,S017,1,1.5
T0038,S020,1,0.0
T0038,S021,1,0.5
T0038,S022,1,1.0
T0038,S025,1,0.5
T0039,S001,1,1.5
T0039,S002,1,0.0
T0039,S004,1,3.0
T0039,S005,1,0.5
T0039,S006,1,0.0
T0039,S008,1,1.0
T0039,S009,1,1.0
T0039,S010,1,0.0
T0039,S011,1,1.0
T0039,S013,1,1.5
T0039,S014,1,0.0
T0039,S015,1,0.5
T0039,S017,1,1.0
T0039,S018,1,3.0
T0039,S020,1,0.5
T0039,S021,1,1.5
T0039,S022,1,1.5
T0039,S025,1,0.0
T0040,S006,1,0.0
T0040,S007,1,3.0
T0040,S011,1,1.0
T0040,S016,1,1.0
T0040,S017,1,0.0
T0040,S018,1,1.0
T0040,S023,1,0.0
T0040,S025,1,1.0
T0041,S006,1,1.5
T0041,S007,1,3.0
T0041,S011,1,0.5
T0041,S012,1,3.0
T0041,S016,1,1.0
T0041,S017,1,1.5
T0041,S018,1,1.5
T0041,S023,1,0.5
T0041,S025,1,0.0
T0042,S006,1,0.0
T0042,S011,1,0.5
T0042,S016,1,1.5
T0042,S017,1,0.0
T0042,S018,1,0.0
T0042,S023,1,1.5
T0042,S025,1,0.5
T0043,S003,1,3.0
T0043,S005,1,1.5
T0043,S006,1,1.5
T0043,S008,1,3.0
T0043,S009,1,0.0
T0043,S010,1,1.0
T0043,S015,1,1.0
T0043,S017,1,1.5
T0043,S022,1,1.5
T0043,S023,1,0.0
T0043,S025,1,0.5
T0044,S005,1,0.0
T0044,S006,1,0.5
T0044,S009,1,1.0
T0044,S010,1,1.0
T0044,S015,1,1.0
T0044,S017,1,0.5
T0044,S022,1,0.5
T0044,S023,1,0.0
T0044,S025,1,0.0
T0045,S005,1,0.5
T0045,S006,1,1.0
T0045,S009,1,1.0
T0045,S010,1,0.5
T0045,S015,1,1.5
T0045,S017,1,0.0
T0045,S022,1,0.5
T0045,S023,1,1.5
T0045,S025,1,1.0
T0046,S003,1,1.0
T0046,S007,1,0.5
T0046,S010,1,3.0
T0046,S011,1,1.0
T0046,S012,1,0.0
T0046,S014,1,1.0
T0046,S015,1,1.0
T0046,S017,1,3.0
T0046,S018,1,0.0
T0046,S019,1,0.5
T0046,S025,1,1.0
T0047,S003,1,1.5
T0047,S007,1,0.0
T0047,S011,1,0.0
T0047,S012,1,1.0
T0047,S014,1,1.0
T0047,S015,1,0.0
T0047,S018,1,1.5
T0047,S019,1,1.5
T0047,S025,1,1.0
T0048,S003,1,1.0
T0048,S007,1,0.5
T0048,S008,1,3.0
T0048,S011,1,1.0
T0048,S012,1,1.5
T0048,S014,1,1.0
T0048,S015,1,0.0
T0048,S018,1,0.0
T0048,S019,1,0.0
T0048,S023,1,3.0
T0048,S024,1,3.0
T0048,S025,1,1.0
T0049,S002,1,0.0
T0049,S003,1,0.5
T0049,S004,1,1.5
T0049,S009,1,0.0
T0049,S014,1,0.5
T0049,S015,1,0.0
T0049,S019,1,1.5
T0049,S021,1,0.5
T0049,S022,1,0.5
T0049,S024,1,0.5
T0050,S002,1,0.0
T0050,S003,1,0.0
T0050,S004,1,0.5
T0050,S009,1,1.5
T0050,S013,1,3.0
T0050,S014,1,1.0
T0050,S015,1,0.0
T0050,S019,1,0.0
T0050,S021,1,0.0
T0050,S022,1,1.0
T0050,S024,1,0.0
T0051,S002,1,0.0
T0051,S003,1,1.0
T0051,S004,1,1.0
T0051,S009,1,0.5
T0051,S014,1,0.0
T0051,S015,1,0.5
T0051,S019,1,0.0
T0051,S021,1,0.0
T0051,S022,1,0.5
T0051,S024,1,0.0
T0052,S003,1,0.0
T0052,S008,1,0.0
T0052,S011,1,0.5
T0052,S016,1,1.5
T0052,S017,1,0.5
T0052,S018,1,0.5
T0052,S021,1,0.0
T0052,S023,1,1.0
T0053,S003,1,1.5
T0053,S008,1,1.0
T0053,S011,1,1.5
T0053,S016,1,1.0
T0053,S017,1,0.0
T0053,S018,1,1.0
T0053,S021,1,1.5
T0053,S023,1,1.0
T0054,S001,1,3.0
T0054,S003,1,0.5
T0054,S008,1,0.0
T0054,S011,1,1.0
T0054,S016,1,1.5
T0054,S017,1,1.0
T0054,S018,1,1.5
T0054,S021,1,0.0
T0054,S023,1,0.5
T0055,S005,1,0.0
T0055,S009,1,0.0
T0055,S011,1,1.0
T0055,S012,1,0.0
T0055,S013,1,0.5
T0055,S015,1,3.0
T0055,S016,1,1.5
T0055,S017,1,1.5
T0055,S019,1,0.0
T0055,S021,1,0.0
T0055,S022,1,1.5
T0055,S023,1,0.5
T0056,S005,1,0.0
T0056,S009,1,0.0
T0056,S011,1,1.5
T0056,S012,1,1.0
T0056,S013,1,0.0
T0056,S016,1,1.5
T0056,S017,1,1.0
T0056,S019,1,0.0
T0056,S021,1,1.0
T0056,S022,1,1.5
T0056,S023,1,1.5
T0056,S024,1,3.0
T0057,S005,1,1.5
T0057,S009,1,0.5
T0057,S011,1,1.0
T0057,S012,1,0.5
T0057,S013,1,0.0
T0057,S016,1,1.0
T0057,S017,1,1.5
T0057,S019,1,1.5
T0057,S021,1,1.5
T0057,S022,1,1.0
T0057,S023,1,0.5
T0058,S001,1,1.0
T0058,S004,1,1.0
T0058,S007,1,0.0
T0058,S008,1,1.0
T0058,S014,1,0.0
T0058,S016,1,1.5
T0058,S018,1,1.5
T0058,S020,1,0.0
T0058,S021,1,0.5
T0058,S024,1,1.0
T0058,S025,1,0.5
T0059,S001,1,0.0
T0059,S004,1,0.5
T0059,S007,1,0.5
T0059,S008,1,1.5
T0059,S014,1,0.5
T0059,S016,1,1.0
T0059,S018,1,0.5
T0059,S020,1,1.0
T0059,S021,1,1.0
T0059,S024,1,1.0
T0059,S025,1,1.0
T0060,S001,1,0.0
T0060,S003,1,3.0
T0060,S004,1,1.0
T0060,S007,1,0.5
T0060,S008,1,1.0
T0060,S014,1,1.5
T0060,S016,1,0.5
T0060,S018,1,0.5
T0060,S020,1,1.0
T0060,S021,1,1.0
T0060,S024,1,1.0
T0060,S025,1,0.5
