task_id,staff_id,eligible,penalty
T0115,S077,1,1.0
T0115,S078,1,0.5
T0115,S079,1,3.0
T0001,S020,1,0.0
T0002,S049,1,0.0
T0003,S019,1,0.0
T0004,S015,1,0.0
T0005,S014,1,0.0
T0006,S044,1,0.0
T0007,S015,1,0.0
T0008,S080,1,0.0
T0009,S012,1,0.0
T0010,S068,1,0.0
T0011,S022,1,0.0
T0012,S033,1,0.0
T0013,S006,1,0.0
T0014,S017,1,0.0
T0015,S014,1,0.0
T0016,S037,1,0.0
T0017,S051,1,0.0
T0019,S067,1,0.0
T0020,S030,1,0.0
T0021,S021,1,0.0
T0022,S004,1,0.0
T0023,S046,1,0.0
T0024,S028,1,0.0
T0025,S063,1,0.0
T0026,S048,1,0.0
T0027,S040,1,0.0
T0029,S034,1,0.0
T0031,S016,1,0.0
T0032,S016,1,0.0
T0033,S016,1,0.0
T0034,S041,1,0.0
T0035,S057,1,0.0
T0036,S041,1,0.0
T0037,S066,1,0.0
T0038,S045,1,0.0
T0039,S052,1,0.0
T0040,S039,1,0.0
T0041,S007,1,0.0
T0042,S011,1,0.0
T0043,S018,1,0.0
T0044,S039,1,0.0
T0045,S071,1,0.0
T0046,S001,1,0.0
T0047,S010,1,0.0
T0048,S073,1,0.0
T0049,S047,1,0.0
T0051,S072,1,0.0
T0052,S011,1,0.0
T0054,S068,1,0.0
T0055,S052,1,0.0
T0056,S002,1,0.0
T0057,S002,1,0.0
T0058,S012,1,0.0
T0059,S031,1,0.0
T0060,S017,1,0.0
T0061,S042,1,0.0
T0063,S050,1,0.0
T0065,S076,1,0.0
T0066,S025,1,0.0
T0067,S007,1,0.0
T0069,S002,1,0.0
T0070,S046,1,0.0
T0072,S009,1,0.0
T0073,S048,1,0.0
T0074,S061,1,0.0
T0075,S013,1,0.0
T0078,S036,1,0.0
T0080,S061,1,0.0
T0081,S006,1,0.0
T0082,S043,1,0.0
T0083,S036,1,0.0
T0084,S034,1,0.0
T0086,S044,1,0.0
T0087,S045,1,0.0
T0088,S061,1,0.0
T0089,S026,1,0.0
T0090,S026,1,0.0
T0092,S053,1,0.0
T0093,S059,1,0.0
T0094,S062,1,0.0
T0095,S008,1,0.0
T0096,S075,1,0.0
T0099,S011,1,0.0
T0100,S024,1,0.0
T0101,S032,1,0.0
T0102,S054,1,0.0
T0103,S003,1,0.0
T0104,S074,1,0.0
T0106,S060,1,0.0
T0107,S058,1,0.0
T0108,S058,1,0.0
T0109,S056,1,0.0
T0110,S029,1,0.0
T0111,S020,1,0.0
T0112,S005,1,0.0
T0113,S038,1,0.0
T0114,S038,1,0.0
T0116,S023,1,0.0
T0117,S009,1,0.0
T0118,S050,1,0.0
T0119,S004,1,0.0
T0120,S024,1,0.0
