task_id,staff_id,learned_cost
T0003,S048,2.410739358279537
T0003,S049,2.25075430796117
T0003,S055,2.410739358279537
T0003,S057,2.410739358279537
T0003,S058,2.4371734940556093
T0003,S060,2.6523901127083094
T0003,S063,2.50530110147847
T0003,S065,2.5284788618876486
T0003,S066,2.410739358279537
T0003,S067,2.25075430796117
T0003,S069,2.511081933375988
T0003,S075,2.777707786888727
T0003,S076,2.107539394572749
T0003,S078,2.50530110147847
T0003,S080,2.410739358279537
T0004,S001,2.777707786888727
T0004,S003,2.25075430796117
T0004,S004,2.511081933375988
T0004,S007,2.777707786888727
T0004,S008,2.5284788618876486
T0004,S012,2.3881715524834877
T0004,S013,2.50530110147847
T0004,S014,2.410739358279537
T0004,S015,2.511081933375988
T0004,S016,2.5284788618876486
T0004,S018,2.5284788618876486
T0004,S019,2.50530110147847
T0004,S021,2.410739358279537
T0004,S024,2.511081933375988
T0004,S025,2.6523901127083094
T0004,S029,2.4371734940556093
T0004,S031,2.3881715524834877
T0004,S034,2.5284788618876486
T0004,S035,2.511081933375988
T0004,S036,2.511081933375988
T0004,S041,2.25075430796117
T0004,S043,2.3881715524834877
T0004,S044,2.410739358279537
T0004,S051,2.410739358279537
T0004,S052,2.5284788618876486
T0004,S058,2.4371734940556093
T0004,S060,2.3881715524834877
T0004,S061,2.5284788618876486
T0004,S063,2.107539394572749
T0004,S069,2.5284788618876486
T0004,S079,2.5284788618876486
T0005,S001,2.0585967997053403
T0005,S003,2.0585967997053403
T0005,S004,2.3460930078777813
T0005,S007,2.0585967997053403
T0005,S008,2.0585967997053403
T0005,S012,2.0585967997053403
T0005,S013,2.50465829305774
T0005,S014,2.2815144364093856
T0005,S015,3.5968112999862316
T0005,S016,2.3460930078777813
T0005,S018,3.5968112999862316
T0005,S019,2.2815144364093856
T0005,S021,3.5968112999862316
T0005,S024,2.2815144364093856
T0005,S029,2.687195050406043
T0005,S031,2.0585967997053403
T0005,S034,2.0585967997053403
T0005,S035,2.2815144364093856
T0005,S036,2.50465829305774
T0005,S041,2.687195050406043
T0005,S043,2.50465829305774
T0005,S044,2.0585967997053403
T0005,S051,2.2815144364093856
T0005,S052,3.5968112999862316
T0005,S058,2.50465829305774
T0005,S060,2.687195050406043
T0005,S061,2.2815144364093856
T0005,S069,2.3460930078777813
T0005,S079,2.50465829305774
T0006,S001,2.6949135250285123
T0006,S003,2.6949135250285123
T0006,S004,2.0585967997053403
T0006,S007,2.3460930078777813
T0006,S008,2.0585967997053403
T0006,S011,3.175028202470869
T0006,S012,2.6666733383906216
T0006,S013,2.687195050406043
T0006,S014,2.2815144364093856
T0006,S015,2.50465829305774
T0006,S016,2.50465829305774
T0006,S018,2.50465829305774
T0006,S019,2.0585967997053403
T0006,S021,2.50465829305774
T0006,S024,2.0585967997053403
T0006,S029,2.3460930078777813
T0006,S031,3.5968112999862316
T0006,S034,2.2815144364093856
T0006,S035,2.50465829305774
T0006,S036,2.50465829305774
T0006,S037,6.0
T0006,S041,3.5968112999862316
T0006,S043,2.6666733383906216
T0006,S044,2.2815144364093856
T0006,S051,2.0585967997053403
T0006,S052,2.50465829305774
T0006,S058,2.3460930078777813
T0006,S060,2.6666733383906216
T0006,S061,2.0585967997053403
T0006,S069,2.50465829305774
T0006,S071,3.175028202470869
T0006,S079,2.687195050406043
T0007,S002,2.511081933375988
T0007,S008,2.6523901127083094
T0007,S009,2.3881715524834877
T0007,S011,2.410739358279537
T0007,S012,2.5284788618876486
T0007,S015,2.511081933375988
T0007,S017,2.777707786888727
T0007,S019,2.4371734940556093
T0007,S020,2.25075430796117
T0007,S021,2.511081933375988
T0007,S023,2.5284788618876486
T0007,S026,2.511081933375988
T0007,S029,2.511081933375988
T0007,S030,2.5284788618876486
T0007,S032,2.410739358279537
T0007,S033,2.511081933375988
T0007,S034,2.777707786888727
T0007,S035,2.3881715524834877
T0007,S038,2.511081933375988
T0007,S044,2.6523901127083094
T0007,S045,2.4371734940556093
T0007,S051,2.777707786888727
T0007,S052,2.410739358279537
T0007,S053,2.50530110147847
T0007,S054,2.50530110147847
T0007,S058,2.5284788618876486
T0007,S059,2.50530110147847
T0007,S063,2.777707786888727
T0007,S070,2.50530110147847
T0007,S074,2.3881715524834877
T0007,S075,2.410739358279537
T0007,S079,2.777707786888727
T0007,S080,2.511081933375988
T0008,S002,2.410739358279537
T0008,S007,2.6523901127083094
T0008,S009,2.511081933375988
T0008,S011,2.5284788618876486
T0008,S012,2.3881715524834877
T0008,S015,2.50530110147847
T0008,S017,2.511081933375988
T0008,S019,2.50530110147847
T0008,S020,2.410739358279537
T0008,S021,2.5284788618876486
T0008,S023,2.4371734940556093
T0008,S026,2.5284788618876486
T0008,S029,2.4371734940556093
T0008,S030,2.25075430796117
T0008,S032,2.25075430796117
T0008,S033,2.777707786888727
T0008,S034,2.410739358279537
T0008,S035,2.410739358279537
T0008,S038,2.50530110147847
T0008,S045,2.50530110147847
T0008,S051,2.5284788618876486
T0008,S052,2.5284788618876486
T0008,S053,2.511081933375988
T0008,S054,2.511081933375988
T0008,S058,2.3881715524834877
T0008,S059,2.50530110147847
T0008,S063,2.50530110147847
T0008,S070,2.4371734940556093
T0008,S074,2.5284788618876486
T0008,S075,2.25075430796117
T0008,S079,2.410739358279537
T0008,S080,2.511081933375988
T0009,S002,2.5284788618876486
T0009,S009,2.25075430796117
T0009,S011,2.5284788618876486
T0009,S012,2.511081933375988
T0009,S015,2.50530110147847
T0009,S016,2.107539394572749
T0009,S017,2.4371734940556093
T0009,S019,2.777707786888727
T0009,S020,2.3881715524834877
T0009,S021,2.5284788618876486
T0009,S023,2.511081933375988
T0009,S026,2.511081933375988
T0009,S027,2.107539394572749
T0009,S029,2.511081933375988
T0009,S030,2.5284788618876486
T0009,S032,2.50530110147847
T0009,S033,2.511081933375988
T0009,S034,2.777707786888727
T0009,S035,2.3881715524834877
T0009,S038,2.410739358279537
T0009,S039,2.107539394572749
T0009,S045,2.777707786888727
T0009,S051,2.25075430796117
T0009,S052,2.50530110147847
T0009,S053,2.5284788618876486
T0009,S054,2.5284788618876486
T0009,S058,2.410739358279537
T0009,S059,2.50530110147847
T0009,S063,2.3881715524834877
T0009,S070,2.50530110147847
T0009,S074,2.4371734940556093
T0009,S075,2.50530110147847
T0009,S079,2.25075430796117
T0009,S080,2.50530110147847
T0010,S002,2.511081933375988
T0010,S003,2.777707786888727
T0010,S005,2.5284788618876486
T0010,S006,2.3881715524834877
T0010,S007,2.3881715524834877
T0010,S009,2.511081933375988
T0010,S015,2.107539394572749
T0010,S022,2.511081933375988
T0010,S024,2.50530110147847
T0010,S025,2.4371734940556093
T0010,S027,2.410739358279537
T0010,S028,2.511081933375988
T0010,S033,2.3881715524834877
T0010,S039,2.25075430796117
T0010,S040,2.3881715524834877
T0010,S042,2.511081933375988
T0010,S043,2.25075430796117
T0010,S046,2.511081933375988
T0010,S048,2.511081933375988
T0010,S049,2.6523901127083094
T0010,S051,2.410739358279537
T0010,S052,2.410739358279537
T0010,S054,2.410739358279537
T0010,S055,2.50530110147847
T0010,S061,2.511081933375988
T0010,S063,2.50530110147847
T0010,S064,2.50530110147847
T0010,S065,2.410739358279537
T0010,S068,2.511081933375988
T0010,S070,2.25075430796117
T0010,S072,2.410739358279537
T0010,S073,2.6523901127083094
T0010,S077,2.4371734940556093
T0010,S078,2.107539394572749
T0010,S079,2.410739358279537
T0010,S080,2.410739358279537
T0011,S002,2.5284788618876486
T0011,S003,2.410739358279537
T0011,S005,2.5284788618876486
T0011,S006,2.50530110147847
T0011,S007,2.5284788618876486
T0011,S009,2.25075430796117
T0011,S020,2.6523901127083094
T0011,S022,2.511081933375988
T0011,S024,2.4371734940556093
T0011,S025,2.511081933375988
T0011,S027,2.50530110147847
T0011,S028,2.4371734940556093
T0011,S033,2.410739358279537
T0011,S039,2.410739358279537
T0011,S040,2.5284788618876486
T0011,S042,2.410739358279537
T0011,S043,2.5284788618876486
T0011,S045,2.6523901127083094
T0011,S046,2.25075430796117
T0011,S048,2.410739358279537
T0011,S051,2.3881715524834877
T0011,S052,2.511081933375988
T0011,S054,2.5284788618876486
T0011,S055,2.3881715524834877
T0011,S061,2.3881715524834877
T0011,S063,2.3881715524834877
T0011,S064,2.4371734940556093
T0011,S065,2.511081933375988
T0011,S068,2.410739358279537
T0011,S070,2.511081933375988
T0011,S072,2.4371734940556093
T0011,S073,2.107539394572749
T0011,S077,2.511081933375988
T0011,S079,2.25075430796117
T0011,S080,2.511081933375988
T0012,S002,2.4371734940556093
T0012,S003,2.410739358279537
T0012,S005,2.777707786888727
T0012,S006,2.5284788618876486
T0012,S007,2.511081933375988
T0012,S009,2.50530110147847
T0012,S016,2.6523901127083094
T0012,S022,2.4371734940556093
T0012,S024,2.410739358279537
T0012,S025,2.50530110147847
T0012,S027,2.25075430796117
T0012,S028,2.511081933375988
T0012,S033,2.511081933375988
T0012,S039,2.410739358279537
T0012,S040,2.511081933375988
T0012,S042,2.4371734940556093
T0012,S043,2.511081933375988
T0012,S046,2.5284788618876486
T0012,S047,2.107539394572749
T0012,S048,2.25075430796117
T0012,S051,2.511081933375988
T0012,S052,2.3881715524834877
T0012,S054,2.777707786888727
T0012,S055,2.50530110147847
T0012,S061,2.410739358279537
T0012,S063,2.410739358279537
T0012,S064,2.5284788618876486
T0012,S065,2.3881715524834877
T0012,S068,2.3881715524834877
T0012,S070,2.5284788618876486
T0012,S072,2.410739358279537
T0012,S077,2.5284788618876486
T0012,S079,2.410739358279537
T0012,S080,2.777707786888727
T0013,S004,2.777707786888727
T0013,S006,2.511081933375988
T0013,S007,2.50530110147847
T0013,S012,2.5284788618876486
T0013,S013,2.410739358279537
T0013,S014,2.410739358279537
T0013,S017,2.50530110147847
T0013,S019,2.511081933375988
T0013,S021,2.4371734940556093
T0013,S022,2.777707786888727
T0013,S024,2.5284788618876486
T0013,S025,2.410739358279537
T0013,S026,2.25075430796117
T0013,S029,2.50530110147847
T0013,S030,2.50530110147847
T0013,S031,2.410739358279537
T0013,S034,2.107539394572749
T0013,S035,2.511081933375988
T0013,S036,2.5284788618876486
T0013,S037,2.50530110147847
T0013,S038,2.777707786888727
T0013,S039,2.5284788618876486
T0013,S044,2.511081933375988
T0013,S047,2.410739358279537
T0013,S049,2.511081933375988
T0013,S050,2.5284788618876486
T0013,S056,2.50530110147847
T0013,S058,2.107539394572749
T0013,S059,2.4371734940556093
T0013,S061,2.50530110147847
T0013,S062,2.511081933375988
T0013,S065,2.3881715524834877
T0013,S068,2.6523901127083094
T0013,S069,2.777707786888727
T0013,S072,2.50530110147847
T0013,S073,2.50530110147847
T0013,S074,2.50530110147847
T0013,S075,2.50530110147847
T0013,S079,2.511081933375988
T0014,S004,2.3881715524834877
T0014,S006,2.50530110147847
T0014,S007,2.511081933375988
T0014,S010,2.107539394572749
T0014,S012,2.5284788618876486
T0014,S013,2.50530110147847
T0014,S014,2.5284788618876486
T0014,S017,2.511081933375988
T0014,S019,2.5284788618876486
T0014,S021,2.3881715524834877
T0014,S022,2.4371734940556093
T0014,S024,2.511081933375988
T0014,S025,2.50530110147847
T0014,S026,2.777707786888727
T0014,S029,2.511081933375988
T0014,S030,2.50530110147847
T0014,S031,2.50530110147847
T0014,S035,2.511081933375988
T0014,S036,2.511081933375988
T0014,S037,2.511081933375988
T0014,S038,2.25075430796117
T0014,S039,2.50530110147847
T0014,S043,2.107539394572749
T0014,S044,2.50530110147847
T0014,S047,2.511081933375988
T0014,S049,2.410739358279537
T0014,S050,2.50530110147847
T0014,S056,2.5284788618876486
T0014,S059,2.4371734940556093
T0014,S061,2.410739358279537
T0014,S062,2.511081933375988
T0014,S065,2.3881715524834877
T0014,S069,2.25075430796117
T0014,S072,2.410739358279537
T0014,S073,2.511081933375988
T0014,S074,2.5284788618876486
T0014,S075,2.5284788618876486
T0014,S079,2.50530110147847
T0015,S004,2.410739358279537
T0015,S006,2.3881715524834877
T0015,S007,2.4371734940556093
T0015,S012,2.3881715524834877
T0015,S013,2.5284788618876486
T0015,S014,2.511081933375988
T0015,S017,2.511081933375988
T0015,S019,2.511081933375988
T0015,S021,2.410739358279537
T0015,S022,2.410739358279537
T0015,S024,2.5284788618876486
T0015,S025,2.4371734940556093
T0015,S026,2.50530110147847
T0015,S029,2.25075430796117
T0015,S030,2.777707786888727
T0015,S031,2.777707786888727
T0015,S035,2.50530110147847
T0015,S036,2.410739358279537
T0015,S037,2.777707786888727
T0015,S038,2.511081933375988
T0015,S039,2.777707786888727
T0015,S044,2.511081933375988
T0015,S047,2.3881715524834877
T0015,S049,2.777707786888727
T0015,S050,2.777707786888727
T0015,S056,2.777707786888727
T0015,S057,2.107539394572749
T0015,S059,2.50530110147847
T0015,S061,2.5284788618876486
T0015,S062,2.511081933375988
T0015,S065,2.511081933375988
T0015,S069,2.5284788618876486
T0015,S072,2.50530110147847
T0015,S073,2.3881715524834877
T0015,S074,2.5284788618876486
T0015,S075,2.4371734940556093
T0015,S079,2.50530110147847
T0016,S003,2.5284788618876486
T0016,S004,2.410739358279537
T0016,S006,2.410739358279537
T0016,S007,2.511081933375988
T0016,S009,2.4371734940556093
T0016,S010,2.3881715524834877
T0016,S012,2.410739358279537
T0016,S016,2.410739358279537
T0016,S017,2.4371734940556093
T0016,S022,2.511081933375988
T0016,S023,2.5284788618876486
T0016,S024,2.4371734940556093
T0016,S025,2.50530110147847
T0016,S028,2.3881715524834877
T0016,S029,2.50530110147847
T0016,S032,2.511081933375988
T0016,S034,2.3881715524834877
T0016,S037,2.511081933375988
T0016,S039,2.107539394572749
T0016,S040,2.5284788618876486
T0016,S044,2.25075430796117
T0016,S045,2.777707786888727
T0016,S047,2.511081933375988
T0016,S051,2.25075430796117
T0016,S053,2.511081933375988
T0016,S054,2.410739358279537
T0016,S058,2.410739358279537
T0016,S059,2.50530110147847
T0016,S060,2.410739358279537
T0016,S066,2.3881715524834877
T0016,S072,2.25075430796117
T0016,S073,2.511081933375988
T0016,S076,2.25075430796117
T0016,S078,2.25075430796117
T0016,S080,2.5284788618876486
T0017,S003,2.4371734940556093
T0017,S004,2.511081933375988
T0017,S006,2.25075430796117
T0017,S007,2.4371734940556093
T0017,S009,2.410739358279537
T0017,S010,2.50530110147847
T0017,S012,2.4371734940556093
T0017,S016,2.50530110147847
T0017,S017,2.5284788618876486
T0017,S022,2.5284788618876486
T0017,S023,2.4371734940556093
T0017,S024,2.50530110147847
T0017,S025,2.777707786888727
T0017,S028,2.410739358279537
T0017,S029,2.25075430796117
T0017,S032,2.4371734940556093
T0017,S034,2.511081933375988
T0017,S037,2.25075430796117
T0017,S040,2.4371734940556093
T0017,S044,2.50530110147847
T0017,S045,2.410739358279537
T0017,S047,2.3881715524834877
T0017,S051,2.511081933375988
T0017,S053,2.511081933375988
T0017,S054,2.410739358279537
T0017,S058,2.3881715524834877
T0017,S059,2.5284788618876486
T0017,S060,2.25075430796117
T0017,S066,2.50530110147847
T0017,S068,2.107539394572749
T0017,S072,2.50530110147847
T0017,S073,2.25075430796117
T0017,S076,2.410739358279537
T0017,S078,2.5284788618876486
T0017,S080,2.511081933375988
T0018,S002,2.107539394572749
T0018,S003,2.777707786888727
T0018,S004,2.50530110147847
T0018,S006,2.3881715524834877
T0018,S007,2.25075430796117
T0018,S009,2.410739358279537
T0018,S010,2.410739358279537
T0018,S012,2.777707786888727
T0018,S016,2.410739358279537
T0018,S017,2.5284788618876486
T0018,S022,2.50530110147847
T0018,S023,2.4371734940556093
T0018,S024,2.5284788618876486
T0018,S025,2.25075430796117
T0018,S028,2.50530110147847
T0018,S029,2.4371734940556093
T0018,S032,2.777707786888727
T0018,S034,2.511081933375988
T0018,S037,2.777707786888727
T0018,S040,2.4371734940556093
T0018,S044,2.511081933375988
T0018,S045,2.511081933375988
T0018,S047,2.3881715524834877
T0018,S051,2.5284788618876486
T0018,S053,2.511081933375988
T0018,S054,2.511081933375988
T0018,S058,2.777707786888727
T0018,S059,2.410739358279537
T0018,S060,2.777707786888727
T0018,S061,2.107539394572749
T0018,S066,2.5284788618876486
T0018,S072,2.50530110147847
T0018,S073,2.777707786888727
T0018,S076,2.511081933375988
T0018,S078,2.5284788618876486
T0018,S080,2.410739358279537
T0019,S001,2.50465829305774
T0019,S008,2.0585967997053403
T0019,S009,3.175028202470869
T0019,S013,2.50465829305774
T0019,S014,2.687195050406043
T0019,S017,2.2815144364093856
T0019,S018,6.0
T0019,S019,2.2815144364093856
T0019,S020,2.2815144364093856
T0019,S021,3.5968112999862316
T0019,S023,2.687195050406043
T0019,S028,2.687195050406043
T0019,S029,2.687195050406043
T0019,S030,2.50465829305774
T0019,S034,2.687195050406043
T0019,S035,2.2815144364093856
T0019,S036,2.0585967997053403
T0019,S037,2.0585967997053403
T0019,S040,2.2815144364093856
T0019,S042,2.6949135250285123
T0019,S043,2.50465829305774
T0019,S045,2.2815144364093856
T0019,S046,2.50465829305774
T0019,S048,2.6949135250285123
T0019,S052,3.5968112999862316
T0019,S054,2.3460930078777813
T0019,S055,2.50465829305774
T0019,S056,2.2815144364093856
T0019,S060,2.50465829305774
T0019,S064,2.687195050406043
T0019,S067,2.2815144364093856
T0019,S070,2.0585967997053403
T0019,S071,2.687195050406043
T0019,S073,2.687195050406043
T0019,S074,2.2815144364093856
T0019,S076,2.2815144364093856
T0019,S078,2.2815144364093856
T0019,S080,3.5968112999862316
T0020,S001,2.50530110147847
T0020,S008,2.4371734940556093
T0020,S013,2.4371734940556093
T0020,S014,2.25075430796117
T0020,S017,2.3881715524834877
T0020,S019,2.3881715524834877
T0020,S020,2.4371734940556093
T0020,S021,2.50530110147847
T0020,S023,2.511081933375988
T0020,S028,2.25075430796117
T0020,S029,2.410739358279537
T0020,S030,2.511081933375988
T0020,S034,2.4371734940556093
T0020,S035,2.3881715524834877
T0020,S036,2.4371734940556093
T0020,S037,2.511081933375988
T0020,S040,2.50530110147847
T0020,S042,2.50530110147847
T0020,S043,2.50530110147847
T0020,S045,2.3881715524834877
T0020,S046,2.777707786888727
T0020,S048,2.511081933375988
T0020,S052,2.50530110147847
T0020,S054,2.50530110147847
T0020,S055,2.777707786888727
T0020,S056,2.511081933375988
T0020,S060,2.50530110147847
T0020,S064,2.777707786888727
T0020,S067,2.410739358279537
T0020,S070,2.50530110147847
T0020,S071,2.777707786888727
T0020,S073,2.410739358279537
T0020,S074,2.3881715524834877
T0020,S076,2.3881715524834877
T0020,S078,2.4371734940556093
T0020,S080,2.50530110147847
T0021,S001,2.511081933375988
T0021,S005,2.107539394572749
T0021,S008,2.4371734940556093
T0021,S013,2.777707786888727
T0021,S014,2.3881715524834877
T0021,S017,2.4371734940556093
T0021,S019,2.25075430796117
T0021,S020,2.25075430796117
T0021,S021,2.511081933375988
T0021,S023,2.5284788618876486
T0021,S028,2.4371734940556093
T0021,S029,2.511081933375988
T0021,S030,2.50530110147847
T0021,S034,2.25075430796117
T0021,S035,2.4371734940556093
T0021,S036,2.25075430796117
T0021,S037,2.410739358279537
T0021,S038,2.107539394572749
T0021,S040,2.511081933375988
T0021,S042,2.50530110147847
T0021,S043,2.410739358279537
T0021,S045,2.777707786888727
T0021,S046,2.25075430796117
T0021,S048,2.410739358279537
T0021,S052,2.410739358279537
T0021,S054,2.5284788618876486
T0021,S055,2.25075430796117
T0021,S056,2.410739358279537
T0021,S060,2.5284788618876486
T0021,S064,2.4371734940556093
T0021,S065,2.107539394572749
T0021,S067,2.50530110147847
T0021,S070,2.5284788618876486
T0021,S071,2.4371734940556093
T0021,S073,2.50530110147847
T0021,S074,2.25075430796117
T0021,S076,2.3881715524834877
T0021,S078,2.777707786888727
T0021,S080,2.50530110147847
T0022,S004,2.511081933375988
T0022,S005,2.5284788618876486
T0022,S007,2.777707786888727
T0022,S008,2.511081933375988
T0022,S009,2.5284788618876486
T0022,S013,2.511081933375988
T0022,S014,2.511081933375988
T0022,S023,2.3881715524834877
T0022,S026,2.511081933375988
T0022,S027,2.5284788618876486
T0022,S028,2.511081933375988
T0022,S033,2.3881715524834877
T0022,S034,2.410739358279537
T0022,S035,2.410739358279537
T0022,S040,2.25075430796117
T0022,S041,2.25075430796117
T0022,S044,2.5284788618876486
T0022,S046,2.410739358279537
T0022,S047,2.4371734940556093
T0022,S049,2.3881715524834877
T0022,S051,2.511081933375988
T0022,S052,2.50530110147847
T0022,S056,2.4371734940556093
T0022,S057,2.410739358279537
T0022,S059,2.511081933375988
T0022,S060,2.4371734940556093
T0022,S061,2.410739358279537
T0022,S062,2.410739358279537
T0022,S068,2.107539394572749
T0022,S069,2.5284788618876486
T0022,S072,2.50530110147847
T0022,S073,2.777707786888727
T0022,S074,2.511081933375988
T0022,S076,2.410739358279537
T0022,S078,2.511081933375988
T0022,S080,2.410739358279537
T0023,S004,2.25075430796117
T0023,S005,2.3881715524834877
T0023,S007,2.410739358279537
T0023,S008,2.410739358279537
T0023,S009,2.50530110147847
T0023,S013,2.5284788618876486
T0023,S014,2.5284788618876486
T0023,S023,2.50530110147847
T0023,S026,2.4371734940556093
T0023,S027,2.25075430796117
T0023,S028,2.410739358279537
T0023,S033,2.50530110147847
T0023,S034,2.410739358279537
T0023,S035,2.5284788618876486
T0023,S040,2.5284788618876486
T0023,S041,2.410739358279537
T0023,S044,2.5284788618876486
T0023,S046,2.511081933375988
T0023,S047,2.511081933375988
T0023,S049,2.410739358279537
T0023,S051,2.511081933375988
T0023,S052,2.25075430796117
T0023,S056,2.410739358279537
T0023,S057,2.410739358279537
T0023,S059,2.3881715524834877
T0023,S060,2.410739358279537
T0023,S061,2.5284788618876486
T0023,S062,2.5284788618876486
T0023,S069,2.4371734940556093
T0023,S072,2.410739358279537
T0023,S073,2.50530110147847
T0023,S074,2.50530110147847
T0023,S076,2.5284788618876486
T0023,S078,2.410739358279537
T0023,S080,2.777707786888727
T0024,S001,2.107539394572749
T0024,S004,2.777707786888727
T0024,S005,2.777707786888727
T0024,S007,2.511081933375988
T0024,S008,2.5284788618876486
T0024,S009,2.410739358279537
T0024,S013,2.511081933375988
T0024,S014,2.511081933375988
T0024,S023,2.50530110147847
T0024,S026,2.3881715524834877
T0024,S027,2.4371734940556093
T0024,S028,2.511081933375988
T0024,S033,2.410739358279537
T0024,S034,2.511081933375988
T0024,S035,2.50530110147847
T0024,S037,2.107539394572749
T0024,S040,2.511081933375988
T0024,S041,2.511081933375988
T0024,S044,2.511081933375988
T0024,S046,2.5284788618876486
T0024,S047,2.511081933375988
T0024,S049,2.410739358279537
T0024,S051,2.410739358279537
T0024,S052,2.4371734940556093
T0024,S056,2.50530110147847
T0024,S057,2.511081933375988
T0024,S059,2.777707786888727
T0024,S060,2.511081933375988
T0024,S061,2.5284788618876486
T0024,S062,2.5284788618876486
T0024,S063,2.107539394572749
T0024,S069,2.777707786888727
T0024,S072,2.410739358279537
T0024,S073,2.5284788618876486
T0024,S074,2.5284788618876486
T0024,S076,2.511081933375988
T0024,S078,2.50530110147847
T0024,S080,2.4371734940556093
T0025,S004,3.5968112999862316
T0025,S005,2.6949135250285123
T0025,S007,2.2815144364093856
T0025,S009,2.687195050406043
T0025,S010,2.2815144364093856
T0025,S012,2.687195050406043
T0025,S014,2.687195050406043
T0025,S015,2.6949135250285123
T0025,S016,2.3460930078777813
T0025,S019,2.687195050406043
T0025,S024,2.687195050406043
T0025,S029,2.687195050406043
T0025,S030,3.175028202470869
T0025,S036,2.50465829305774
T0025,S037,2.0585967997053403
T0025,S038,2.3460930078777813
T0025,S040,2.50465829305774
T0025,S047,2.0585967997053403
T0025,S048,2.3460930078777813
T0025,S050,2.687195050406043
T0025,S052,3.5968112999862316
T0025,S053,2.3460930078777813
T0025,S056,2.50465829305774
T0025,S063,2.2815144364093856
T0025,S064,2.0585967997053403
T0025,S067,2.50465829305774
T0025,S068,2.3460930078777813
T0025,S069,2.6949135250285123
T0025,S071,2.687195050406043
T0025,S075,2.2815144364093856
T0026,S004,2.511081933375988
T0026,S005,2.5284788618876486
T0026,S007,2.3881715524834877
T0026,S009,2.50530110147847
T0026,S010,2.5284788618876486
T0026,S012,2.777707786888727
T0026,S014,2.50530110147847
T0026,S015,2.50530110147847
T0026,S016,2.50530110147847
T0026,S019,2.50530110147847
T0026,S024,2.50530110147847
T0026,S029,2.4371734940556093
T0026,S036,2.50530110147847
T0026,S037,2.777707786888727
T0026,S038,2.50530110147847
T0026,S040,2.4371734940556093
T0026,S041,2.6523901127083094
T0026,S047,2.777707786888727
T0026,S048,2.511081933375988
T0026,S050,2.777707786888727
T0026,S052,2.50530110147847
T0026,S053,2.50530110147847
T0026,S055,2.107539394572749
T0026,S056,2.4371734940556093
T0026,S063,2.50530110147847
T0026,S064,2.5284788618876486
T0026,S067,2.25075430796117
T0026,S068,2.511081933375988
T0026,S069,2.50530110147847
T0026,S071,2.511081933375988
T0026,S075,2.4371734940556093
T0027,S004,2.50465829305774
T0027,S005,2.0585967997053403
T0027,S007,2.687195050406043
T0027,S009,2.3460930078777813
T0027,S010,3.5968112999862316
T0027,S012,2.0585967997053403
T0027,S014,2.3460930078777813
T0027,S015,2.50465829305774
T0027,S016,2.0585967997053403
T0027,S019,3.5968112999862316
T0027,S024,2.6666733383906216
T0027,S029,2.0585967997053403
T0027,S036,2.6949135250285123
T0027,S037,2.2815144364093856
T0027,S038,2.50465829305774
T0027,S040,2.2815144364093856
