task_id,staff_id,eligible,penalty
T0007,S015,1,0.0
T0007,S017,1,0.0
T0007,S019,1,1.0
T0007,S020,1,0.5
T0007,S021,1,0.0
T0007,S023,1,1.5
T0007,S026,1,0.0
T0007,S029,1,0.0
T0007,S030,1,1.5
T0007,S032,1,1.0
T0007,S033,1,0.0
T0007,S034,1,0.0
T0007,S035,1,1.5
T0007,S038,1,0.0
T0007,S044,1,3.0
T0007,S045,1,1.0
T0007,S051,1,0.0
T0007,S052,1,1.0
T0007,S053,1,0.5
T0007,S054,1,0.5
T0007,S058,1,1.5
T0007,S059,1,0.5
T0007,S063,1,0.0
T0007,S070,1,0.5
T0007,S074,1,1.5
T0007,S075,1,1.0
T0007,S079,1,0.0
T0007,S080,1,0.0
T0008,S002,1,1.0
T0008,S007,1,3.0
T0008,S009,1,0.0
T0008,S011,1,1.5
T0008,S012,1,1.5
T0008,S015,1,0.5
T0008,S017,1,0.0
T0008,S019,1,0.5
T0008,S020,1,1.0
T0008,S021,1,1.5
T0008,S023,1,1.0
T0008,S026,1,1.5
T0008,S029,1,1.0
T0008,S030,1,0.5
T0008,S032,1,0.5
T0008,S033,1,0.0
T0008,S034,1,1.0
T0008,S035,1,1.0
T0008,S038,1,0.5
T0008,S045,1,0.5
T0008,S051,1,1.5
T0008,S052,1,1.5
T0008,S053,1,0.0
T0008,S054,1,0.0
T0008,S058,1,1.5
T0008,S059,1,0.5
T0008,S063,1,0.5
T0008,S070,1,1.0
T0008,S074,1,1.5
T0008,S075,1,0.5
T0008,S079,1,1.0
T0008,S080,1,0.0
T0009,S002,1,1.5
T0009,S009,1,0.5
T0009,S011,1,1.5
T0009,S012,1,0.0
T0009,S015,1,0.5
T0009,S016,1,3.0
T0009,S017,1,1.0
T0009,S019,1,0.0
T0009,S020,1,1.5
T0009,S021,1,1.5
T0009,S023,1,0.0
T0009,S026,1,0.0
T0009,S027,1,3.0
T0009,S029,1,0.0
T0009,S030,1,1.5
T0009,S032,1,0.5
T0009,S033,1,0.0
T0009,S034,1,0.0
T0009,S035,1,1.5
T0009,S038,1,1.0
T0009,S039,1,3.0
T0009,S045,1,0.0
T0009,S051,1,0.5
T0009,S052,1,0.5
T0009,S053,1,1.5
T0009,S054,1,1.5
T0009,S058,1,1.0
T0009,S059,1,0.5
T0009,S063,1,1.5
T0009,S070,1,0.5
T0009,S074,1,1.0
T0009,S075,1,0.5
T0009,S079,1,0.5
T0009,S080,1,0.5
T0010,S002,1,0.0
T0010,S003,1,0.0
T0010,S005,1,1.5
T0010,S006,1,1.5
T0010,S007,1,1.5
T0010,S009,1,0.0
T0010,S015,1,3.0
T0010,S022,1,0.0
T0010,S024,1,0.5
T0010,S025,1,1.0
T0010,S027,1,1.0
T0010,S028,1,0.0
T0010,S033,1,1.5
T0010,S039,1,0.5
T0010,S040,1,1.5
T0010,S042,1,0.0
T0010,S043,1,0.5
T0010,S046,1,0.0
T0010,S048,1,0.0
T0010,S049,1,3.0
T0010,S051,1,1.0
T0010,S052,1,1.0
T0010,S054,1,1.0
T0010,S055,1,0.5
T0010,S061,1,0.0
T0010,S063,1,0.5
T0010,S064,1,0.5
T0010,S065,1,1.0
T0010,S068,1,0.0
T0010,S070,1,0.5
T0010,S072,1,1.0
T0010,S073,1,3.0
T0010,S077,1,1.0
T0010,S078,1,3.0
T0010,S079,1,1.0
T0010,S080,1,1.0
T0011,S002,1,1.5
T0011,S003,1,1.0
T0011,S005,1,1.5
T0011,S006,1,0.5
T0011,S007,1,1.5
T0011,S009,1,0.5
T0011,S020,1,3.0
T0011,S022,1,0.0
T0011,S024,1,1.0
T0011,S025,1,0.0
T0011,S027,1,0.5
T0011,S028,1,1.0
T0011,S033,1,1.0
T0011,S039,1,1.0
T0011,S040,1,1.5
T0011,S042,1,1.0
T0011,S043,1,1.5
T0011,S045,1,3.0
T0011,S046,1,0.5
T0011,S048,1,1.0
T0011,S051,1,1.5
T0011,S052,1,0.0
T0011,S054,1,1.5
T0011,S055,1,1.5
T0011,S061,1,1.5
T0011,S063,1,1.5
T0011,S064,1,1.0
T0011,S065,1,0.0
T0011,S068,1,1.0
T0011,S070,1,0.0
T0011,S072,1,1.0
T0011,S073,1,3.0
T0011,S077,1,0.0
T0011,S079,1,0.5
T0011,S080,1,0.0
T0012,S002,1,1.0
T0012,S003,1,1.0
T0012,S005,1,0.0
T0012,S006,1,1.5
T0012,S007,1,0.0
T0012,S009,1,0.5
T0012,S016,1,3.0
T0012,S022,1,1.0
T0012,S024,1,1.0
T0012,S025,1,0.5
T0012,S027,1,0.5
T0012,S028,1,0.0
T0012,S033,1,0.0
T0012,S039,1,1.0
T0012,S040,1,0.0
T0012,S042,1,1.0
T0012,S043,1,0.0
T0012,S046,1,1.5
T0012,S047,1,3.0
T0012,S048,1,0.5
T0012,S051,1,0.0
T0012,S052,1,1.5
T0012,S054,1,0.0
T0012,S055,1,0.5
T0012,S061,1,1.0
T0012,S063,1,1.0
T0012,S064,1,1.5
T0012,S065,1,1.5
T0012,S068,1,1.5
T0012,S070,1,1.5
T0012,S072,1,1.0
T0012,S077,1,1.5
T0012,S079,1,1.0
T0012,S080,1,0.0
T0013,S004,1,0.0
T0013,S006,1,0.0
T0013,S007,1,0.5
T0013,S012,1,1.5
T0013,S013,1,1.0
T0013,S014,1,1.0
T0013,S017,1,0.5
T0013,S019,1,0.0
T0013,S021,1,1.0
T0013,S022,1,0.0
T0013,S024,1,1.5
T0013,S025,1,1.0
T0013,S026,1,0.5
T0013,S029,1,0.5
T0013,S030,1,0.5
T0013,S031,1,1.0
T0013,S034,1,3.0
T0013,S035,1,0.0
T0013,S036,1,1.5
T0013,S037,1,0.5
T0013,S038,1,0.0
T0013,S039,1,1.5
T0013,S044,1,0.0
T0013,S047,1,1.0
T0013,S049,1,0.0
T0013,S050,1,1.5
T0013,S056,1,0.5
T0013,S058,1,3.0
T0013,S059,1,1.0
T0013,S061,1,0.5
T0013,S062,1,0.0
T0013,S065,1,1.5
T0013,S068,1,3.0
T0013,S069,1,0.0
T0013,S072,1,0.5
T0013,S073,1,0.5
T0013,S074,1,0.5
T0013,S075,1,0.5
T0013,S079,1,0.0
T0014,S004,1,1.5
T0014,S006,1,0.5
T0014,S007,1,0.0
T0014,S010,1,3.0
T0014,S012,1,1.5
T0014,S013,1,0.5
T0014,S014,1,1.5
T0014,S017,1,0.0
T0014,S019,1,1.5
T0014,S021,1,1.5
T0014,S022,1,1.0
T0014,S024,1,0.0
T0014,S025,1,0.5
T0014,S026,1,0.0
T0014,S029,1,0.0
T0014,S030,1,0.5
T0014,S031,1,0.5
T0014,S035,1,0.0
T0014,S036,1,0.0
T0014,S037,1,0.0
T0014,S038,1,0.5
T0014,S039,1,0.5
T0014,S043,1,3.0
T0014,S044,1,0.5
T0014,S047,1,0.0
T0014,S049,1,1.0
T0014,S050,1,0.5
T0014,S056,1,1.5
T0014,S059,1,1.0
T0014,S061,1,1.0
T0014,S062,1,0.0
T0014,S065,1,1.5
T0014,S069,1,0.5
T0014,S072,1,1.0
T0014,S073,1,0.0
T0014,S074,1,1.5
T0014,S075,1,1.5
T0014,S079,1,0.5
T0015,S004,1,1.0
T0015,S006,1,1.5
T0015,S007,1,1.0
T0015,S012,1,1.5
T0015,S013,1,1.5
T0015,S014,1,0.0
T0015,S017,1,0.0
T0015,S019,1,0.0
T0015,S021,1,1.0
T0015,S022,1,1.0
T0015,S024,1,1.5
T0015,S025,1,1.0
T0015,S026,1,0.5
T0015,S029,1,0.5
T0015,S030,1,0.0
T0015,S031,1,0.0
T0015,S035,1,0.5
T0015,S036,1,1.0
T0015,S037,1,0.0
T0015,S038,1,0.0
T0015,S039,1,0.0
T0015,S044,1,0.0
T0015,S047,1,1.5
T0015,S049,1,0.0
T0015,S050,1,0.0
T0015,S056,1,0.0
T0015,S057,1,3.0
T0015,S059,1,0.5
T0015,S061,1,1.5
T0015,S062,1,0.0
T0015,S065,1,0.0
T0015,S069,1,1.5
T0015,S072,1,0.5
T0015,S073,1,1.5
T0015,S074,1,1.5
T0015,S075,1,1.0
T0015,S079,1,0.5
T0016,S003,1,1.5
T0016,S004,1,1.0
T0016,S006,1,1.0
T0016,S007,1,0.0
T0016,S009,1,1.0
T0016,S010,1,1.5
T0016,S012,1,1.0
T0016,S016,1,1.0
T0016,S017,1,1.0
T0016,S022,1,0.0
T0016,S023,1,1.5
T0016,S024,1,1.0
T0016,S025,1,0.5
T0016,S028,1,1.5
T0016,S029,1,0.5
T0016,S032,1,0.0
T0016,S034,1,1.5
T0016,S037,1,0.0
T0016,S039,1,3.0
T0016,S040,1,1.5
T0016,S044,1,0.5
T0016,S045,1,0.0
T0016,S047,1,0.0
T0016,S051,1,0.5
T0016,S053,1,0.0
T0016,S054,1,1.0
T0016,S058,1,1.0
T0016,S059,1,0.5
T0016,S060,1,1.0
T0016,S066,1,1.5
T0016,S072,1,0.5
T0016,S073,1,0.0
T0016,S076,1,0.5
T0016,S078,1,0.5
T0016,S080,1,1.5
T0017,S003,1,1.0
T0017,S004,1,0.0
T0017,S006,1,0.5
T0017,S007,1,1.0
T0017,S009,1,1.0
T0017,S010,1,0.5
T0017,S012,1,1.0
T0017,S016,1,0.5
T0017,S017,1,1.5
T0017,S022,1,1.5
T0017,S023,1,1.0
T0017,S024,1,0.5
T0017,S025,1,0.0
T0017,S028,1,1.0
T0017,S029,1,0.5
T0017,S032,1,1.0
T0017,S034,1,0.0
T0017,S037,1,0.5
T0017,S040,1,1.0
T0017,S044,1,0.5
T0017,S045,1,1.0
T0017,S047,1,1.5
T0017,S051,1,0.0
T0017,S053,1,0.0
T0017,S054,1,1.0
T0017,S058,1,1.5
T0017,S059,1,1.5
T0017,S060,1,0.5
T0017,S066,1,0.5
T0017,S068,1,3.0
T0017,S072,1,0.5
T0017,S073,1,0.5
T0017,S076,1,1.0
T0017,S078,1,1.5
T0017,S080,1,0.0
T0018,S002,1,3.0
T0018,S003,1,0.0
T0018,S004,1,0.5
T0018,S006,1,1.5
T0018,S007,1,0.5
T0018,S009,1,1.0
T0018,S010,1,1.0
T0018,S012,1,0.0
T0018,S016,1,1.0
T0018,S017,1,1.5
T0018,S022,1,0.5
T0018,S023,1,1.0
T0018,S024,1,1.5
T0018,S025,1,0.5
T0018,S028,1,0.5
T0018,S029,1,1.0
T0018,S032,1,0.0
T0018,S034,1,0.0
T0018,S037,1,0.0
T0018,S040,1,1.0
T0018,S044,1,0.0
T0018,S045,1,0.0
T0018,S047,1,1.5
T0018,S051,1,1.5
T0018,S053,1,0.0
T0018,S054,1,0.0
T0018,S058,1,0.0
T0018,S059,1,1.0
T0018,S060,1,0.0
T0018,S061,1,3.0
T0018,S066,1,1.5
T0018,S072,1,0.5
T0018,S073,1,0.0
T0018,S076,1,0.0
T0018,S078,1,1.5
T0018,S080,1,1.0
T0019,S001,1,1.0
T0019,S008,1,1.5
T0019,S009,1,3.0
T0019,S013,1,1.0
T0019,S014,1,0.5
T0019,S017,1,0.0
T0019,S018,1,3.0
T0019,S019,1,0.0
T0019,S020,1,0.0
T0019,S021,1,0.0
T0019,S023,1,0.5
T0019,S028,1,0.5
T0019,S029,1,0.5
T0019,S030,1,1.0
T0019,S034,1,0.5
T0019,S035,1,0.0
T0019,S036,1,1.5
T0019,S037,1,1.5
T0019,S040,1,0.0
T0019,S042,1,1.5
T0019,S043,1,1.0
T0019,S045,1,0.0
T0019,S046,1,1.0
T0019,S048,1,1.5
T0019,S052,1,0.0
T0019,S054,1,0.5
T0019,S055,1,1.0
T0019,S056,1,0.0
T0019,S060,1,1.0
T0019,S064,1,0.5
T0019,S067,1,0.0
T0019,S070,1,1.5
T0019,S071,1,0.5
T0019,S073,1,0.5
T0019,S074,1,0.0
T0019,S076,1,0.0
T0019,S078,1,0.0
T0019,S080,1,0.0
T0020,S001,1,0.5
T0020,S008,1,1.0
T0020,S013,1,1.0
T0020,S014,1,0.5
T0020,S017,1,1.5
T0020,S019,1,1.5
T0020,S020,1,1.0
T0020,S021,1,0.5
T0020,S023,1,0.0
T0020,S028,1,0.5
T0020,S029,1,1.0
T0020,S030,1,0.0
T0020,S034,1,1.0
T0020,S035,1,1.5
T0020,S036,1,1.0
T0020,S037,1,0.0
T0020,S040,1,0.5
T0020,S042,1,0.5
T0020,S043,1,0.5
T0020,S045,1,1.5
T0020,S046,1,0.0
T0020,S048,1,0.0
T0020,S052,1,0.5
T0020,S054,1,0.5
T0020,S055,1,0.0
T0020,S056,1,0.0
T0020,S060,1,0.5
T0020,S064,1,0.0
T0020,S067,1,1.0
T0020,S070,1,0.5
T0020,S071,1,0.0
T0020,S073,1,1.0
T0020,S074,1,1.5
T0020,S076,1,1.5
T0020,S078,1,1.0
T0020,S080,1,0.5
T0021,S001,1,0.0
T0021,S005,1,3.0
T0021,S008,1,1.0
T0021,S013,1,0.0
T0021,S014,1,1.5
T0021,S017,1,1.0
T0021,S019,1,0.5
T0021,S020,1,0.5
T0021,S021,1,0.0
T0021,S023,1,1.5
T0021,S028,1,1.0
T0021,S029,1,0.0
T0021,S030,1,0.5
T0021,S034,1,0.5
T0021,S035,1,1.0
T0021,S036,1,0.5
T0021,S037,1,1.0
T0021,S038,1,3.0
T0021,S040,1,0.0
T0021,S042,1,0.5
T0021,S043,1,1.0
T0021,S045,1,0.0
T0021,S046,1,0.5
T0021,S048,1,1.0
T0021,S052,1,1.0
T0021,S054,1,1.5
T0021,S055,1,0.5
T0021,S056,1,1.0
T0021,S060,1,1.5
T0021,S064,1,1.0
T0021,S065,1,3.0
T0021,S067,1,0.5
T0021,S070,1,1.5
T0021,S071,1,1.0
T0021,S073,1,0.5
T0021,S074,1,0.5
T0021,S076,1,1.5
T0021,S078,1,0.0
T0021,S080,1,0.5
T0022,S004,1,0.0
T0022,S005,1,1.5
T0022,S007,1,0.0
T0022,S008,1,0.0
T0022,S009,1,1.5
T0022,S013,1,0.0
T0022,S014,1,0.0
T0022,S023,1,1.5
T0022,S026,1,0.0
T0022,S027,1,1.5
T0022,S028,1,0.0
T0022,S033,1,1.5
T0022,S034,1,1.0
T0022,S035,1,1.0
T0022,S040,1,0.5
T0022,S041,1,0.5
T0022,S044,1,1.5
T0022,S046,1,1.0
T0022,S047,1,1.0
T0022,S049,1,1.5
T0022,S051,1,0.0
T0022,S052,1,0.5
T0022,S056,1,1.0
T0022,S057,1,1.0
T0022,S059,1,0.0
T0022,S060,1,1.0
T0022,S061,1,1.0
T0022,S062,1,1.0
T0022,S068,1,3.0
T0022,S069,1,1.5
T0022,S072,1,0.5
T0022,S073,1,0.0
T0022,S074,1,0.0
T0022,S076,1,1.0
T0022,S078,1,0.0
T0022,S080,1,1.0
T0023,S004,1,0.5
T0023,S005,1,1.5
T0023,S007,1,1.0
T0023,S008,1,1.0
T0023,S009,1,0.5
T0023,S013,1,1.5
T0023,S014,1,1.5
T0023,S023,1,0.5
T0023,S026,1,1.0
T0023,S027,1,0.5
T0023,S028,1,1.0
T0023,S033,1,0.5
T0023,S034,1,1.0
T0023,S035,1,1.5
T0023,S040,1,1.5
T0023,S041,1,1.0
T0023,S044,1,1.5
T0023,S046,1,0.0
T0023,S047,1,0.0
T0023,S049,1,1.0
T0023,S051,1,0.0
T0023,S052,1,0.5
T0023,S056,1,1.0
T0023,S057,1,1.0
T0023,S059,1,1.5
T0023,S060,1,1.0
T0023,S061,1,1.5
T0023,S062,1,1.5
T0023,S069,1,1.0
T0023,S072,1,1.0
T0023,S073,1,0.5
T0023,S074,1,0.5
T0023,S076,1,1.5
T0023,S078,1,1.0
T0023,S080,1,0.0
T0024,S001,1,3.0
T0024,S004,1,0.0
T0024,S005,1,0.0
T0024,S007,1,0.0
T0024,S008,1,1.5
T0024,S009,1,1.0
T0024,S013,1,0.0
T0024,S014,1,0.0
T0024,S023,1,0.5
T0024,S026,1,1.5
T0024,S027,1,1.0
T0024,S028,1,0.0
T0024,S033,1,1.0
T0024,S034,1,0.0
T0024,S035,1,0.5
T0024,S037,1,3.0
T0024,S040,1,0.0
T0024,S041,1,0.0
T0024,S044,1,0.0
T0024,S046,1,1.5
T0024,S047,1,0.0
T0024,S049,1,1.0
T0024,S051,1,1.0
T0024,S052,1,1.0
T0024,S056,1,0.5
T0024,S057,1,0.0
T0024,S059,1,0.0
T0024,S060,1,0.0
T0024,S061,1,1.5
T0024,S062,1,1.5
T0024,S063,1,3.0
T0024,S069,1,0.0
T0024,S072,1,1.0
T0024,S073,1,1.5
T0024,S074,1,1.5
T0024,S076,1,0.0
T0024,S078,1,0.5
T0024,S080,1,1.0
T0025,S004,1,0.0
T0025,S005,1,1.5
T0025,S007,1,0.0
T0025,S009,1,0.5
T0025,S010,1,0.0
T0025,S012,1,0.5
T0025,S014,1,0.5
T0025,S015,1,1.5
T0025,S016,1,0.5
T0025,S019,1,0.5
T0025,S024,1,0.5
T0025,S029,1,0.5
T0025,S030,1,3.0
T0025,S036,1,1.0
T0025,S037,1,1.5
T0025,S038,1,0.5
T0025,S040,1,1.0
T0025,S047,1,1.5
T0025,S048,1,0.5
T0025,S050,1,0.5
T0025,S052,1,0.0
T0025,S053,1,0.5
T0025,S056,1,1.0
T0025,S063,1,0.0
T0025,S064,1,1.5
T0025,S067,1,1.0
T0025,S068,1,0.5
T0025,S069,1,1.5
T0025,S071,1,0.5
T0025,S075,1,0.0
T0026,S004,1,0.0
T0026,S005,1,1.5
T0026,S007,1,1.5
T0026,S009,1,0.5
T0026,S010,1,1.5
T0026,S012,1,0.0
T0026,S014,1,0.5
T0026,S015,1,0.5
T0026,S016,1,0.5
T0026,S019,1,0.5
T0026,S024,1,0.5
T0026,S029,1,1.0
T0026,S036,1,0.5
T0026,S037,1,0.0
T0026,S038,1,0.5
T0026,S040,1,1.0
T0026,S041,1,3.0
T0026,S047,1,0.0
T0026,S048,1,0.0
T0026,S050,1,0.0
T0026,S052,1,0.5
T0026,S053,1,0.5
T0026,S055,1,3.0
T0026,S056,1,1.0
T0026,S063,1,0.5
T0026,S064,1,1.5
T0026,S067,1,0.5
T0026,S068,1,0.0
T0026,S069,1,0.5
T0026,S071,1,0.0
T0026,S075,1,1.0
T0027,S004,1,1.0
T0027,S005,1,1.5
T0027,S007,1,0.5
T0027,S009,1,0.5
T0027,S010,1,0.0
T0027,S012,1,1.5
T0027,S014,1,0.5
T0027,S015,1,1.0
T0027,S016,1,1.5
T0027,S019,1,0.0
T0027,S024,1,1.0
T0027,S029,1,1.5
T0027,S036,1,1.5
T0027,S037,1,0.0
T0027,S038,1,1.0
T0027,S040,1,0.0
T0027,S047,1,0.5
T0027,S048,1,1.5
T0027,S050,1,0.5
T0027,S052,1,0.5
T0027,S053,1,0.0
T0027,S056,1,0.0
T0027,S063,1,1.5
T0027,S064,1,1.0
T0027,S067,1,0.5
T0027,S068,1,1.0
T0027,S069,1,0.5
T0027,S071,1,1.0
T0027,S075,1,1.0
T0028,S001,1,3.0
T0028,S002,1,0.0
T0028,S006,1,1.0
T0028,S008,1,1.0
T0028,S013,1,0.5
T0028,S020,1,1.0
T0028,S021,1,1.5
T0028,S023,1,0.5
T0028,S024,1,1.0
T0028,S025,1,1.5
T0028,S026,1,0.0
T0028,S029,1,3.0
T0028,S033,1,1.5
T0028,S034,1,1.0
T0028,S036,1,0.5
T0028,S037,1,0.0
T0028,S039,1,0.5
T0028,S040,1,0.0
T0028,S041,1,0.5
T0028,S042,1,1.0
T0028,S044,1,0.5
T0028,S045,1,1.0
T0028,S046,1,1.5
T0028,S051,1,1.5
T0028,S053,1,0.0
T0028,S054,1,1.5
T0028,S055,1,0.5
T0028,S058,1,1.5
T0028,S059,1,1.5
T0028,S060,1,1.5
T0028,S062,1,1.0
T0028,S063,1,0.0
T0028,S065,1,0.5
T0028,S068,1,1.5
T0028,S069,1,0.0
T0028,S071,1,1.5
T0028,S079,1,0.5
T0029,S002,1,0.0
T0029,S006,1,1.0
T0029,S008,1,1.5
T0029,S013,1,1.0
T0029,S020,1,1.5
T0029,S021,1,1.5
T0029,S023,1,1.5
T0029,S024,1,0.5
T0029,S025,1,1.0
T0029,S026,1,0.0
T0029,S033,1,0.0
T0029,S034,1,0.0
T0029,S036,1,1.0
T0029,S037,1,1.5
T0029,S039,1,1.0
T0029,S040,1,1.5
T0029,S041,1,1.0
T0029,S042,1,0.5
T0029,S044,1,1.0
T0029,S045,1,1.5
T0029,S046,1,1.0
T0029,S051,1,0.5
T0029,S053,1,1.5
T0029,S054,1,0.0
T0029,S055,1,0.5
T0029,S058,1,0.0
T0029,S059,1,1.5
T0029,S060,1,1.5
T0029,S062,1,1.5
T0029,S063,1,1.0
T0029,S065,1,0.5
T0029,S068,1,1.5
T0029,S069,1,1.5
T0029,S071,1,1.0
T0029,S079,1,1.5
T0030,S001,1,3.0
T0030,S002,1,1.5
T0030,S006,1,0.0
T0030,S008,1,1.0
T0030,S013,1,0.0
T0030,S020,1,1.5
T0030,S021,1,1.0
T0030,S023,1,1.5
T0030,S024,1,1.0
T0030,S025,1,1.5
T0030,S026,1,1.5
T0030,S033,1,1.5
T0030,S034,1,0.0
T0030,S036,1,0.5
T0030,S037,1,1.0
T0030,S039,1,1.5
T0030,S040,1,0.5
T0030,S041,1,0.0
T0030,S042,1,0.5
T0030,S044,1,0.0
T0030,S045,1,0.5
T0030,S046,1,1.5
T0030,S051,1,0.0
T0030,S053,1,0.0
T0030,S054,1,0.0
T0030,S055,1,0.0
T0030,S058,1,0.0
T0030,S059,1,0.5
T0030,S060,1,0.0
T0030,S062,1,0.5
T0030,S063,1,1.0
T0030,S065,1,0.0
T0030,S068,1,0.5
T0030,S069,1,1.5
T0030,S071,1,0.0
T0030,S079,1,1.0
T0031,S001,1,0.5
T0031,S005,1,1.5
T0031,S007,1,0.0
T0031,S015,1,3.0
T0031,S016,1,0.0
T0031,S017,1,0.0
T0031,S019,1,0.5
T0031,S021,1,1.0
T0031,S024,1,0.5
T0031,S026,1,1.0
T0031,S030,1,1.0
T0031,S031,1,1.0
T0031,S032,1,1.0
T0031,S033,1,0.0
T0031,S034,1,1.0
T0031,S036,1,1.0
T0031,S038,1,0.0
T0031,S040,1,0.5
T0031,S041,1,1.0
T0031,S042,1,1.0
T0031,S043,1,0.0
T0031,S044,1,0.5
T0031,S046,1,1.5
T0031,S049,1,1.5
T0031,S050,1,1.0
T0031,S052,1,3.0
T0031,S053,1,1.5
T0031,S055,1,3.0
T0031,S061,1,1.5
T0031,S064,1,0.5
T0031,S067,1,0.5
T0031,S068,1,1.0
T0031,S071,1,0.5
T0031,S072,1,1.5
T0031,S073,1,1.0
T0031,S076,1,1.5
T0031,S077,1,1.5
T0031,S079,1,1.5
T0031,S080,1,3.0
T0032,S001,1,1.0
T0032,S005,1,0.5
T0032,S007,1,0.5
T0032,S016,1,0.0
